,statement,condition
3661, The study claims Covid-19 vaccines may cause neurodegenerative diseases.,FALSE
3662, Nigerian pastor claims Covid-19 jabs are ‘death warrants’ and mandatory in the country.,FALSE
3663, Pfizer-BioNTech Covid-19 jabs are dangerous for breastfeeding mothers.,MISLEADING
3664, Pondicherry University student has discovered home remedy for COVID-19.,FALSE
3665," Governor of São Paulo, João Doria, didn’t get vaccinated on the correct date to escape from Coronavac and take a dose of Pfizer.",FALSE
3666, A Covid patient with a cycle threshold (CT) value of 12 is much more infectious than one with a CT value of 30.,PARTLY FALSE
3667, Video says that Indian people were vandalizing idols as these idols did not bless them during the pandemic.,FALSE
3668, The head of infectious diseases at a Parisian hospital says he will not be vaccinated against covid-19 due to the many adverse effects.,FALSE
3669," The spraying of the new corona type has started. The people of Veles are waiting for the new peak in a week with the support of Mobimak and their 5G network. Everything is going according to the plan given by Agenda 21. There is no resistance, no dissatisfaction.",FALSE
3670, A chart shows nine different Covid-19 risks for various activities.,Explanatory
3671, Recovery from COVID-19 still remains the Physical abnormalities for the whole life.,FALSE
3672, The Red Cross does not accept blood from people vaccinated for the COVID-19.,FALSE
3673, No cases of influenza were reported last flu season; the flu was replaced by another disease with exactly the same symptoms.,FALSE
3674, The fact that magnets stick to the skin after vaccination proves that the vaccine contains metallic substances or a chip.,MISSING CONTEXT
3675," There are articles shared about the experiences of allergic reactions to the Sinovac vaccine, with the images of arms and legs with lots of red rashes.",FALSE
3676, Videos showing magnets stuck to arms prove vaccines contain microchips.,FALSE
3677, The mask is no longer mandatory in Spain.,FALSE
3678, The swabs in the image are “custom PCR” prepared to test positive or negative.,FALSE
3679, Stanford University Study Says Masks Are Unhealthy And Ineffective Against COVID-19.,FALSE
3680, A photo purported to be dead birds infected with Indian Covid variant.,FALSE
3681, Pfizer’s vaccine causes Alzheimer.,FALSE
3682, More Ukrainians had been ill influenza than COVID-19,FALSE
3683, Ukrainians massively seek medical help after vaccination from COVID-19,MISLEADING
3684, Pfizer vaccines come with a Microsoft Pluton processor.,FALSE
3685, You cannot catch COVID-19 through breathing.,FALSE
3686, Researchers cannot tell the difference between influenza and COVID-19.,FALSE
3687," An American scientist claims that Covid-19 vaccines pose safety concerns, including sterilization and changes to DNA.",FALSE
3688, Thai herbal drinks can cure Covid-19.,FALSE
3689," Video shows crowds of shoppers at a mall in Kuala Lumpur, Malaysia, during the Islamic holy month of Ramadan this year.",FALSE
3690," As of May 10, Georgia was on the first place in the world by COVID-19 death rate according to Our World in Data.",FALSE
3691, COVID-19 is not a real virus. Autopsies are not allowed and there is no obligation to wear a mask.,FALSE
3692, Videos showing magnets stuck to arms prove vaccines contain microchips.,FALSE
3693, People who received a Covid-19 vaccine are not allowed to donate blood. Do you know why?,FALSE
3694," The “invisible enemy” is above our heads and is very visible. The fight against the sun is the most pathetic performance that can be played in front of a human eye. The legal “Dimming the sun” project is underway all over the world. The aerosols that they spray to obscure the sun (a change in its color is obvious) and that create these unrealistic clouds with unrealistic colors contain aluminum, barium, strontium, phosgene, etc. and each of these elements (if accidentally investigated) causes loss of smell, sudden difficulty in breathing, loss of breath (individual reaction depending on many factors), blood coagulation characteristic of almost all types of poisoning, tachycardia, arrhythmia, asthma, loss of energy, diarrhea, vomiting, etc. And you still think that someone will spit Covid in your mouth and nose.",FALSE
3695," According to Tal Zaks, the Chief Scientist of Modern, mRNA alters the human genome, something that until now was done only by nature or God. Whether intentional or “unintended”, this technology is used to do just that, turning you into GMO creatures, dependent on and owned by the author of the genetic modification. He calls this “information therapy”; although some would rather call it “crazy science.” So, the next time someone claims that these “vaccines” do not alter the human genome or DNA, you can refer them to Tal Zaks of Moderna, who claims otherwise.",FALSE
3696, The UK relaxes the restrictions and allows hugs.,MISLEADING
3697, Magnets clinging to vaccinated arms show COVID-19 vaccines have microchips.,FALSE
3698, The donated blood from people who have been vaccinated against the COVID-19 with mRNA vaccines is genetically altered and polluted making the donation not safe.,FALSE
3699," “Pfizer sold 10 million to Chile, but delivered 30 thousand vaccines until today”.",FALSE
3700," Vaccination is part of the Rockefeller program Barcode for Life, which involves giving people a barcode and biologically changing them.",FALSE
3701," A vaccinated person is a carrier of the infection and gets sick 2 times more often than before the vaccination. This is proved by the example of Israel, where the mortality and risks of infection have doubled.",FALSE
3702, Antiviral produced by Pfizer acts in the same way of the hydroxychloroquine.,FALSE
3703, Ivermectin is more effective against COVID-19 than against scabies.,FALSE
3704," In the UK, the number of miscarriages increased by 366% due to vaccination against COVID-19",FALSE
3705, Secret Chinese government documents prove that SARS-Cov-2 is a biological weapon.,FALSE
3706, A food supplement is a Covid-19 treatment; the remedy cured patients at a local hospital.,FALSE
3707," Former Brazilian Minister of Health Nelson Teich said, during a hearing at the Covid-19 Parliamentary Commission of Inquiry, that senators “would root for chaos.”",FALSE
3708, Granddaughter of Brazilian actress Dercy Gonçalves went to get vaccinated wearing a T-shirt with the sentence “Fuck Lula.”,FALSE
3709, Insurance policies are ‘null and void’ if you receive a Covid-19 vaccine.,FALSE
3710, International Monetary Fund (IMF) warned South Korea’s economy will not recover from the impact of the Covid-19 pandemic until at least 2026.,MISLEADING
3711," Aerial photos of massive crowds show celebrations at the Hindu festival, Kumbh Mela.",MISLEADING
3712, Vaccines and medicines produce disease and collapse the immune system.,FALSE
3713, A video purported to be that Indian people were cooking cows’ urine and inhaling its steam to cure Covid-19.,FALSE
3714," Those who have received an injection for COVID – which is falsely called a vaccine because it is not a vaccine but an experimental gene therapy – will be treated as they used to be treated for leprosy. There are data that those who received the injection, whether produced by Pfizer, Moderna, AstraZeneca, etc., become a vector of infection, ie. by infect them they infect those who have not received a vaccine. This process in medicine is called “mitigation” if it is a real vaccine. It is not known how these injections today, which we repeat are NOT VACCINES, affect us who have not received a dose.",FALSE
3715," Mariah Carey as our Venko Filipce received a fake vaccine. Twice with the same lie you can only deceive a fool, so now you decide which group you belong to …",FALSE
3716," Good morning to everyone . You are witnessing the great awakening of humanity, the greatest turning point in the history of our existence. Covid is a scam. Refuse vaccines. The best is yet to come Q. Forward Trump and Q, we support you.",FALSE
3717, The acute respiratory syndrome of Saint Paul is planned for 2025-2028.,FALSE
3718," The vaccination spot is magnetic; therefore, vaccines have microchips and metals.",FALSE
3719, A new medical study proved that the spike protein produced by the COVID-19 vaccines caused damage to blood vessels and leads to thrombosis.,FALSE
3720," Cistus extract, more specifically the concoction “Cystus 052”, has an efficiency of 100% against Covid-19 infections; it is an alternative to vaccination.",PARTLY FALSE
